,playerID,espn_id,last_name,swish_id,depth_chart_order,news_updated,high_school,stats_id,active,rotowire_id,hashtag,full_name,player_id,injury_start_date,practice_participation,depth_chart_position,rotoworld_id,years_exp,gsis_id,status,metadata,college,fantasy_data_id,fantasy_positions,injury_status,oddsjam_id,pandascore_id,height,team_changed_at,age,injury_body_part,search_first_name,birth_city,birth_date,search_rank,number,yahoo_id,birth_country,sport,competitions,sportradar_id,position,weight,search_last_name,first_name,search_full_name,birth_state,opta_id,practice_description,team_abbr,injury_notes,team
10,7311,3921709.0,White,881687.0,,1721609703351.0,McClymonds (CA),,True,14902.0,#javinwhite-NFL-FA-60,Javin White,7311,,,,,4.0,,Active,"{'channel_id': '1116853366710861824', 'rookie_year': '2020'}",UNLV,22303.0,"['DB', 'LB']",,8ADDCA292DD5,,74,,27.0,,javin,,1997-02-21,9999999.0,60.0,33318.0,,nfl,[],3f95afdc-2140-424b-8250-7d4e273c2efc,LB,211,white,Javin,javinwhite,,,,,,
11,2091,16890.0,Breeland,560235.0,,1641345029845.0,Allendale-Fairfax (SC),560235.0,True,9648.0,#bashaudbreeland-NFL-ARI-24,Bashaud Breeland,2091,,,,9585.0,8.0, 00-0031052,Active,{'channel_id': '1116852779298586624'},Clemson,16407.0,['DB'],,,,71,,30.0,,bashaud,,1992-01-30,9999999.0,24.0,27630.0,,nfl,[],ba905b34-8412-4553-9055-3460368cc608,CB,197,breeland,Bashaud,bashaudbreeland,,,,,,ARI
12,11533,,Aubrey,1454349.0,1.0,1736183405931.0,Plano Senior (TX),,True,17649.0,#brandonaubrey-NFL-DAL-17,Brandon Aubrey,11533,,,K,,2.0,,Active,"{'channel_id': '1113708850915078145', 'rookie_year': '2023'}",Notre Dame,,['K'],,872D94B3727D,,75,,29.0,,brandon,,1995-03-14,139.0,17.0,,,nfl,[],110e6fe0-1c34-11ee-8294-af17faac15de,K,218,aubrey,Brandon,brandonaubrey,,,,,,DAL
13,2508,2578542.0,Herrera,,,,North Clayton,,False,10372.0,#amarloherrera-NFL-FA-56,Amarlo Herrera,2508,,,,,5.0,,Inactive,,Georgia,16967.0,['LB'],,,,"6'1""",,28.0,,amarlo,,1991-09-20,9999999.0,56.0,28595.0,,nfl,[],faf5f854-73af-4ab9-8f19-95ea75431d45,LB,249,herrera,Amarlo,amarloherrera,,,,,,
14,2199,17141.0,Edebali,,,1572497732686.0,Kimball Union (NH),498200.0,True,9378.0,#kasimedebali-NFL-FA-95,Kasim Edebali,2199,,,,,8.0,00-0031255,Inactive,{'channel_id': '1116852786479235072'},Boston College,16570.0,"['DL', 'LB']",,,,74,,32.0,,kasim,,1989-08-17,9999999.0,95.0,27923.0,,nfl,[],25a958c9-4035-43ad-8c9c-1309ea592e66,DE,253,edebali,Kasim,kasimedebali,,,,,,
15,2881,2516911.0,Slavin,,,,,542556.0,False,10861.0,#tylerslavin-NFL-FA-13,Tyler Slavin,2881,,,,,1.0,,Inactive,,New Mexico Highlands,17349.0,['WR'],,,,"6'2""",,26.0,,tyler,,1992-01-29,9999999.0,13.0,29002.0,,nfl,[],f02407dd-c6d9-4c88-885b-0fcf87fcbb33,WR,215,slavin,Tyler,tylerslavin,,,,,,
16,2064,16802.0,Lawrence,651780.0,1.0,1736309414205.0,Silver Bluff (SC),,True,9344.0,#demarcuslawrence-NFL-DAL-90,DeMarcus Lawrence,2064,,,LDE,9633.0,11.0,00-0031411,Active,"{'channel_id': '1113708852156592128', 'rookie_year': '2014'}",Boise State,16366.0,['DL'],IR,4306CF8AB318,,75,,32.0,Foot,demarcus,,1992-04-28,547.0,90.0,27562.0,,nfl,[],3e3bd10a-6462-47f8-8938-42518781d060,DE,265,lawrence,DeMarcus,demarcuslawrence,,,,,,DAL
17,1284,15369.0,Dunbar,,,1520632201229.0,Haltom (TX),468901.0,False,8086.0,#lancedunbar-NFL-FA-25,Lance Dunbar,1284,,,,7798.0,8.0,,Inactive,,North Texas,14731.0,['RB'],,,,"5'8""",,30.0,,lance,,1990-01-25,9999999.0,25.0,26064.0,,nfl,[],9f0f0495-b5b8-45c2-866b-02d9f96087f7,RB,187,dunbar,Lance,lancedunbar,,,,,,
18,2801,2515962.0,White,,,1598920530064.0,North Shore (TX),557177.0,True,10243.0,#deandrewwhite-NFL-FA-18,DeAndrew White,2801,,,,,7.0,00-0031511,Inactive,{'channel_id': '1116852821904326656'},Alabama,17269.0,['WR'],Questionable,,,72,,30.0,Undisclosed,deandrew,,1991-10-16,9999999.0,18.0,28800.0,,nfl,[],e0abf267-f265-4682-9bb7-72bbcefda451,WR,195,white,DeAndrew,deandrewwhite,,,,,,
19,4501,3121581.0,Lawrence,835146.0,,1627877117922.0,Carolina (SC),,True,12173.0,#devaroelawrence-NFL-FA-0,Devaroe Lawrence,4501,,,,,5.0,00-0033501,Active,{'channel_id': '1116852977559142400'},Auburn,19373.0,['DL'],,,,74,,29.0,,devaroe,,1992-10-13,1257.0,0.0,30412.0,,nfl,[],87c4b182-e4bc-4f35-97ec-8537a2665875,DT,294,lawrence,Devaroe,devaroelawrence,,,,,,
20,5852,3915163.0,Baker,880521.0,,1660181717555.0,Miami Northwestern (FL),,True,13475.0,#deandrebaker-NFL-FA-30,DeAndre Baker,5852,,,,,3.0, 00-0035684,Active,{'channel_id': '1116853171138854912'},Georgia,21020.0,['DB'],,,,71,,24.0,,deandre,,1997-09-04,9999999.0,30.0,31862.0,,nfl,[],02d1b3c3-f292-4174-89fa-9ecc6286adb0,CB,186,baker,DeAndre,deandrebaker,,,,,,
21,1073,15067.0,Thompson,,,,,460898.0,False,,#taylorthompson-NFL-FA-84,Taylor Thompson,1073,,,,,3.0,,Inactive,,SMU,13881.0,['TE'],,,,"6'6""",,27.0,,taylor,,1989-10-19,9999999.0,84.0,,,nfl,[],c2c65162-07df-48fb-93ce-86f340afb688,TE,268,thompson,Taylor,taylorthompson,,,,,,
22,3374,2971603.0,Seymour,691066.0,,1737861324918.0,Muir (CA),691066.0,True,11170.0,#kevonseymour-NFL-WAS-38,Kevon Seymour,3374,,,,,9.0,00-0032942,Active,"{'channel_id': '1116852856238899200', 'rookie_year': '2016'}",USC,18135.0,['DB'],,0B131E4B26AA,,72,,31.0,,kevon,,1993-11-30,680.0,38.0,29452.0,,nfl,[],e431a42b-5abe-49de-9c8c-f143f393591c,CB,185,seymour,Kevon,kevonseymour,,,,,,WAS
23,8012,,Straughter,1067387.0,,,Neville (LA),,True,15702.0,#coreystraughter-NFL-FA-0,Corey Straughter,8012,,,,,1.0,,Active,{'channel_id': '1116853451070898176'},Louisiana-Monroe,,['DB'],,,,70,,23.0,,corey,,1998-10-16,,0.0,,,nfl,[],a01a9064-c0c3-4f3e-8753-89f5859879f9,CB,183,straughter,Corey,coreystraughter,,,,,,
24,7918,,Rose,920059.0,,1661021115529.0,Garfield Heights (OH),,True,15350.0,#ajrose-NFL-FA-24,A.J. Rose,7918,,,,,1.0,,Active,{'channel_id': '1116853435631665152'},Kentucky,,['RB'],,,,73,,24.0,,aj,,1997-10-14,311.0,24.0,,,nfl,[],aa9c3e2b-711b-44ed-9cb3-0fbed3f2fead,RB,212,rose,A.J.,ajrose,,,,,,
25,777,9399.0,Pears,,,,John F. Kennedy (CO),,False,7124.0,#erikpears-NFL-FA-71,Erik Pears,777,,,,,15.0,,Inactive,,Colorado State,12610.0,['OL'],,,,"6'8""",,38.0,,erik,,1982-06-25,9999999.0,71.0,7588.0,,nfl,[],dc310df5-3ada-4b4f-8f79-2db2cc603ff8,T,316,pears,Erik,erikpears,,,,,,
26,5428,3055908.0,Jeune,,,1535476203701.0,Saint Joseph Regional (NJ),748570.0,True,13096.0,#rickyjeune-NFL-FA-2,Ricky Jeune,5428,,,,,4.0,,Active,{'channel_id': '1116853100703907840'},Georgia Tech,20526.0,['WR'],,,,75,,28.0,,ricky,,1993-12-03,9999999.0,2.0,31388.0,,nfl,[],e5395ca3-47d0-403b-84f5-41bfeba78e67,WR,212,jeune,Ricky,rickyjeune,,,,,,
27,1982,16900.0,Colvin,,,1599351058114.0,Owasso (OK),542873.0,True,9337.0,#aaroncolvin-NFL-FA-34,Aaron Colvin,1982,,,,9348.0,8.0,00-0031259,Active,{'channel_id': '1116852771618816000'},Oklahoma,16249.0,['DB'],,,,72,,30.0,,aaron,,1991-10-02,9999999.0,34.0,27642.0,,nfl,[],76c630cf-0fd3-4210-a73d-9347da9d9d66,CB,191,colvin,Aaron,aaroncolvin,,,,,,
28,12376,,Wilson,,,,Avon Old Farms (CT),,True,,#marquiswilson-NFL-FA,Marquis Wilson,12376,,,,,1.0,,Active,"{'channel_id': '1116852724273512448', 'rookie_year': '2024'}",Purdue,,['DB'],,,,71,,,,marquis,,,9999999.0,,,,nfl,[],07923890-0e3a-11ef-9a4a-c565d3259077,DB,185,wilson,Marquis,marquiswilson,,,,,,
29,7882,,Uphoff,943834.0,,,Washington (IL),,True,15476.0,#christianuphoff-NFL-FA-0,Christian Uphoff,7882,,,,,1.0,,Active,{'channel_id': '1116853428480376832'},Illinois State,,['DB'],,,,75,,23.0,,christian,,1998-01-22,,0.0,,,nfl,[],2b02fad4-574c-4a40-ab7d-43aca2142b66,DB,195,uphoff,Christian,christianuphoff,,,,,,
30,8733,,Hummel,1058624.0,2.0,1686861027216.0,Dowling Catholic (IA),,True,16270.0,#jacobhummel-NFL-LAR-35,Jacob Hummel,8733,,,RILB,,3.0,,Active,"{'channel_id': '1113708701300060160', 'rookie_year': '2022'}",Iowa State,,['LB'],,6592B272CCBB,,73,,26.0,,jacob,,1999-01-04,9999999.0,35.0,,,nfl,[],0c7ceb00-d207-11ec-ab20-b37737d70cc4,LB,229,hummel,Jacob,jacobhummel,,,,,,LAR
31,11522,,Kapp,1448292.0,,1693334405078.0,Boyertown Area Senior (PA),,True,17644.0,#jeromekapp-NFL-FA-31,Jerome Kapp,11522,,,,,1.0,,Active,{'channel_id': '1116852698889584640'},Kutztown,,['WR'],,,,75,,24.0,,jerome,,1999-04-07,622.0,31.0,,,nfl,[],64c0ef00-fa65-11ed-b161-c5ef733b4e80,WR,210,kapp,Jerome,jeromekapp,,,,,,
32,2474,2574591.0,Boyle,608753.0,,1673388617497.0,High Point Regional (NJ),608753.0,True,10252.0,#nickboyle-NFL-FA-86,Nick Boyle,2474,,,,10547.0,8.0,00-0031598,Active,{'channel_id': '1116852808646131712'},Delaware,16931.0,['TE'],,,,76,,29.0,,nick,,1993-02-17,9999999.0,86.0,28559.0,,nfl,[],9480dd9f-151f-4e6d-b5a3-35f07bda4cac,TE,261,boyle,Nick,nickboyle,,,,,,
33,8852,,Clary,1060719.0,,,Fayetteville (AR),,True,,#tyclary-NFL-FA-61,Ty Clary,8852,,,,,0.0,,Active,{'channel_id': '1116853538769600512'},Arkansas,,['OL'],,,,76,,23.0,,ty,,1999-05-07,9999999.0,61.0,,,nfl,[],c22d7080-d3b2-11ec-96a0-c3471a31202c,OL,299,clary,Ty,tyclary,,,,,,
34,8809,,Shampklin,1051044.0,,1736891706315.0,Long Beach Polytechnic (CA),,True,16367.0,#aaronshampklin-NFL-PIT-33,Aaron Shampklin,8809,,,RB,,3.0,,Active,"{'channel_id': '1113708820732866560', 'rookie_year': '2022'}",Harvard,,['RB'],,8C27E3A10D7A,,70,,25.0,,aaron,,1999-10-18,445.0,33.0,,,nfl,[],c09be300-d30d-11ec-8b77-45b1765fd110,RB,195,shampklin,Aaron,aaronshampklin,,,,,,PIT
35,9487,,Washington,1229074.0,5.0,1736200206659.0,Travis (TX),,True,16690.0,#parkerwashington-NFL-JAX-11,Parker Washington,9487,,,SWR,,2.0,,Active,"{'channel_id': '1113708892983947264', 'rookie_year': '2023'}",Penn State,,['WR'],,6C394246A6D8,,70,,22.0,,parker,,2002-03-21,668.0,11.0,,,nfl,[],c05863ec-3414-4ae6-a8d2-830aed99b6d3,WR,204,washington,Parker,parkerwashington,,,,,,JAX
36,6923,4240575.0,Stone,1059222.0,1.0,1736448939319.0,New Castle (PA),,True,14474.0,#genostone-NFL-CIN-22,Geno Stone,6923,,,FS,,5.0,,Active,"{'channel_id': '1113708806937800704', 'rookie_year': '2020'}",Iowa,21931.0,['DB'],,403AA74AF980,,71,,25.0,,geno,,1999-04-19,610.0,22.0,32889.0,,nfl,[],95f3b8ac-e10f-4f0d-8650-b464b37ded86,DB,210,stone,Geno,genostone,,,,,,CIN
37,1907,16736.0,Manziel,,,1552834853016.0,Tivy (TX),593578.0,False,9246.0,#johnnymanziel-NFL-FA-2,Johnny Manziel,1907,,,,9271.0,6.0,,Inactive,,Texas A&M,16135.0,['QB'],,,,"6'0""",,27.0,,johnny,,1992-12-06,9999999.0,2.0,27550.0,,nfl,[],7ebbfdef-1185-4896-a323-e6d5669a8345,QB,210,manziel,Johnny,johnnymanziel,,,,,,
38,7325,3915990.0,Gaziano,880210.0,,1733248229358.0,Xaverian Brothers (MA),,True,15065.0,#joegaziano-NFL-FA-97,Joe Gaziano,7325,,,,,5.0,,Active,"{'channel_id': '1116853369403604992', 'rookie_year': '2020'}",Northwestern,22317.0,['DL'],,4F578D605AAF,,76,,28.0,,joe,,1996-09-27,9999999.0,97.0,32982.0,,nfl,[],bab100c6-1a6c-4411-9286-f719244f5d35,DE,275,gaziano,Joe,joegaziano,,,,,,
39,8716,,Williams,877900.0,,1691094646911.0,Cedar Hill (TX),,True,16329.0,#jarridwilliams-NFL-FA-76,Jarrid Williams,8716,,,,,1.0,,Active,{'channel_id': '1116853519173812224'},Miami (FL),,['OL'],,,,78,,26.0,,jarrid,,1997-07-02,9999999.0,76.0,,,nfl,[],120caef0-ce1c-11ec-bebb-4fec1e38b0e5,OL,308,williams,Jarrid,jarridwilliams,,,,,,
40,6648,3122934.0,Ruble,,,,DeMatha Catholic,,True,14291.0,#brockruble-NFL-FA-72,Brock Ruble,6648,,,,,3.0, 00-0035477,Active,{'channel_id': '1116853286427688960'},Toledo,21539.0,['OL'],,,,80,,26.0,,brock,,1996-01-07,9999999.0,72.0,32485.0,,nfl,[],89fc014a-7d41-40c9-90d1-1459286813e2,OT,325,ruble,Brock,brockruble,,,,,,
41,3342,2577641.0,Grant,605325.0,,1734242151808.0,Horn (TX),605325.0,True,10990.0,#jakeemgrant-NFL-FA-84,Jakeem Grant,3342,,,,11475.0,8.0,00-0032791,Active,"{'channel_id': '1116852852942176256', 'rookie_year': '2016'}",Texas Tech,18103.0,['WR'],,2CDE42756969,,67,,32.0,,jakeem,,1992-10-30,662.0,84.0,29420.0,,nfl,[],5de11f0b-8da9-42ba-9a93-db7f0a58543b,WR,172,grant,Jakeem,jakeemgrant,,,,,,
42,1684,16172.0,Brown,,,1602620149319.0,Cheraw (SC),463514.0,True,9046.0,#jaronbrown-NFL-FA-18,Jaron Brown,1684,,,,8869.0,9.0,00-0030300,Active,{'channel_id': '1116852755042926592'},Clemson,15509.0,['WR'],,,,75,,32.0,,jaron,,1990-01-08,763.0,18.0,27074.0,,nfl,[],51952c7b-11c5-4229-baf9-08d4694cc2ad,WR,205,brown,Jaron,jaronbrown,,,,,,
43,3268,2970716.0,Murray,651636.0,1.0,1737859823496.0,Riverside (WI),,True,11141.0,#ericmurray-NFL-HOU-23,Eric Murray,3268,,,FS,,9.0,00-0033038,Active,"{'channel_id': '1113708783088988160', 'rookie_year': '2016'}",Minnesota,18029.0,['DB'],,DFF0CE83247F,,71,,31.0,,eric,,1994-01-07,9999999.0,23.0,29340.0,,nfl,[],16e4ffec-959d-4210-8702-36c0bf20dda5,DB,199,murray,Eric,ericmurray,,,,,,HOU
44,4449,4232830.0,Morrow,1050219.0,,1735865416050.0,Huntsville (AL),,True,12428.0,#nicholasmorrow-NFL-PHI-43,Nicholas Morrow,4449,,,,,8.0,00-0033445,Active,"{'channel_id': '1113708756631318529', 'rookie_year': '2017'}",Greenville,19310.0,['LB'],,DB8EDD57A8EC,,72,,29.0,,nicholas,,1995-07-10,500.0,43.0,30633.0,,nfl,[],7c1a8ecd-e3e5-4123-b89f-36e58b99126f,LB,216,morrow,Nicholas,nicholasmorrow,,,,,,PHI
45,11072,,Pryor,1334826.0,,1700343030178.0,Paul Laurence Dunbar (MD),,True,17615.0,#joshuapryor-NFL-FA-47,Joshua Pryor,11072,,,,,1.0,,Active,"{'channel_id': '1116852648922841088', 'rookie_year': '2023'}",Bowie State,,['DL'],,C7E7375D12FB,,76,,24.0,,joshua,,1999-10-25,9999999.0,47.0,,,nfl,[],fa4e3720-e760-11ed-a510-95de71e69612,DL,280,pryor,Joshua,joshuapryor,,,,,,
46,6918,4243315.0,Ahmed,1049246.0,4.0,1736268911397.0,Juanita (WA),,True,14453.0,#salvonahmed-NFL-IND-36,Salvon Ahmed,6918,,,RB,,5.0,,Active,"{'channel_id': '1113708735169064960', 'rookie_year': '2020'}",Washington,21843.0,['RB'],,998715B4D91F,,71,,26.0,,salvon,,1998-12-30,600.0,36.0,33265.0,,nfl,[],0dbbd211-0372-4751-9751-e4df4ab1f8eb,RB,196,ahmed,Salvon,salvonahmed,,,,,,IND
47,6137,3122818.0,Sweeney,836094.0,5.0,1729806320462.0,Don Bosco Prep (NJ),836094.0,True,13667.0,#tommysweeney-NFL-CHI-87,Tommy Sweeney,6137,,,TE,,6.0, 00-0035308,Active,"{'channel_id': '1113708766848643072', 'rookie_year': '2019'}",Boston College,20957.0,['TE'],Out,BAB992EBEF7A,,77,,29.0,Undisclosed,tommy,,1995-07-01,565.0,87.0,32060.0,,nfl,[],ec63ee49-3a03-44ca-a083-3916f0bccd76,TE,255,sweeney,Tommy,tommysweeney,,,,,,CHI
48,11340,,Cecil,1124148.0,,,Bartram Trail (FL),,True,,#bradcecil-NFL-FA-64,Brad Cecil,11340,,,,,0.0,,Active,{'channel_id': '1116852678471712768'},South Florida,,['OL'],,,,76,,23.0,,brad,,1999-12-29,9999999.0,64.0,,,nfl,[],c242e360-ec6c-11ed-9b1c-797c54fc9d07,OL,300,cecil,Brad,bradcecil,,,,,,
49,5668,3049339.0,Stinnie,750486.0,,1735334144319.0,St. Anne's-Belfield (VA),,True,13303.0,#aaronstinnie-NFL-NYG-64,Aaron Stinnie,5668,,,OL,,7.0,00-0034668,Active,"{'channel_id': '1113708675920326656', 'rookie_year': '2018'}",James Madison,20379.0,"['OG', 'OL']",,15D6D87D37FB,,75,,30.0,,aaron,,1994-02-18,9999999.0,64.0,31619.0,,nfl,[],5fd40b6b-d81a-4a4e-a394-53ed7e58511f,G,312,stinnie,Aaron,aaronstinnie,,,,,,NYG
50,3561,2981998.0,Williams,,,1523486701657.0,North Davidson,609814.0,True,10946.0,#brycewilliams-NFL-FA-80,Bryce Williams,3561,,,,,6.0,00-0032583,Active,{'channel_id': '1116852875503337472'},East Carolina,18334.0,['TE'],,,,78,,28.0,,bryce,,1993-02-24,9999999.0,80.0,29879.0,,nfl,[],a204547e-ecd3-4116-909a-ce823caa9067,TE,258,williams,Bryce,brycewilliams,,,,,,
51,832,14131.0,Whalen,,,,,,False,7411.0,#ryanwhalen-NFL-FA-81,Ryan Whalen,832,,,,,3.0,,Inactive,,Stanford,12857.0,['WR'],,,,"6'1""",,29.0,,ryan,,1989-07-26,9999999.0,81.0,24954.0,,nfl,[],4a99b4bf-e03e-4253-8b9b-c070ef796daf,WR,202,whalen,Ryan,ryanwhalen,,,,,,
52,6751,,Player,,,,,820437.0,False,,#duplicateplayer-NFL-FA-0,Duplicate Player,6751,,,,12292.0,0.0,,Inactive,,,21668.0,,,,,,,,,duplicate,,,9999999.0,0.0,,,nfl,[],,,,player,Duplicate,duplicateplayer,,,,,,
53,3356,2978275.0,Murphy,691007.0,,1640054416821.0,San Clemente (CA),,True,11140.0,#kylemurphy-NFL-NO-79,Kyle Murphy,3356,,,,,6.0,00-0032433,Active,{'channel_id': '1116852854489874432'},Stanford,18117.0,"['OL', 'OT']",,,,78,,28.0,,kyle,,1993-12-11,9999999.0,79.0,29434.0,,nfl,[],cce52ea1-7e17-4992-8911-e6b07b7b3831,OT,305,murphy,Kyle,kylemurphy,,,,,,NO
54,6786,4241389.0,Lamb,1062020.0,1.0,1735419050530.0,Foster (TX),,True,14411.0,#ceedeelamb-NFL-DAL-88,CeeDee Lamb,6786,,,LWR,,5.0,,Active,"{'channel_id': '1113708855537201152', 'rookie_year': '2020'}",Oklahoma,21679.0,['WR'],IR,85450367222D,,74,,25.0,Shoulder - AC Joint,ceedee,,1999-04-08,3.0,88.0,32687.0,,nfl,[],a72ea15b-5199-4101-a300-846e1c655add,WR,200,lamb,CeeDee,ceedeelamb,,,,,Sprain,DAL
55,5038,4036348.0,Gallup,912070.0,,1722013243055.0,Monroe (GA),912070.0,True,12810.0,#michaelgallup-NFL-FA-10,Michael Gallup,5038,,,,13149.0,6.0,00-0034764,Active,"{'channel_id': '1113708771563040768', 'rookie_year': '2018'}",Colorado State,19867.0,['WR'],NA,1E240D9C1957,,73,,28.0,Undisclosed,michael,,1996-03-04,299.0,10.0,31051.0,,nfl,[],9e174ff2-ca0e-4e6b-96f7-90f0088f7edd,WR,205,gallup,Michael,michaelgallup,,,,,,
56,10938,,Johnson,1061549.0,2.0,1735937425258.0,Luther Burbank (CA),,True,16680.0,#djjohnson-NFL-CAR-52,DJ Johnson,10938,,,ROLB,,2.0,,Active,"{'channel_id': '1113708881009209345', 'rookie_year': '2023'}",Oregon,,['LB'],PUP,0C9B6F4EECDC,,76,,26.0,Concussion,dj,,1998-10-21,9999999.0,52.0,,,nfl,[],11feb266-14e8-488c-9f7e-f221eaa92df8,LB,260,johnson,DJ,djjohnson,,,,,,CAR
57,4433,3045642.0,Coleman,,,1535771213570.0,Jesuit (OR),,False,12233.0,#xaviercoleman-NFL-FA-0,Xavier Coleman,4433,,,,,5.0,00-0033453,Inactive,,Portland State,19294.0,['DB'],,,,71,,26.0,,xavier,,1995-01-13,9999999.0,0.0,30569.0,,nfl,[],695d16fa-1c4e-4ce4-9d2c-0e117b4fa577,CB,190,coleman,Xavier,xaviercoleman,,,,,,
58,11584,,Irving,1287923.0,2.0,1736742658845.0,Hillcrest (IL),,True,17784.0,#buckyirving-NFL-TB-7,Bucky Irving,11584,,,RB,,1.0,,Active,"{'channel_id': '1113708732941889536', 'rookie_year': '2024'}",Oregon,,['RB'],,A45A1C03F17B,,70,,22.0,,bucky,,2002-08-19,199.0,7.0,,,nfl,[],c5249c6f-bd1b-4352-8228-de2bd499ca0d,RB,195,irving,Bucky,buckyirving,,,,,,TB
59,1195,14885.0,Martin,,,1567555522755.0,St. Mary's (CA),381806.0,False,8058.0,#dougmartin-NFL-FA-22,Doug Martin,1195,,,,7426.0,10.0,00-0029613,Inactive,,Boise State,14385.0,['RB'],,,,69,,32.0,,doug,,1989-01-13,9999999.0,22.0,25741.0,,nfl,[],5c2a0c83-e18a-43dd-bd65-704771157e42,RB,210,martin,Doug,dougmartin,,,,,,
